2022_12_PVFZCE_ANDEAN_ARC_part1,ROCK TYPE,SIO2,TIO2,AL2O3,FEOT,MGO,CAO,NA2O,K2O,SUM
s_Q43 [24347],VOL,64.909,1.106,15.458,5.000,1.177,3.157,4.811,2.971,98.590
s_Q54 [24347],VOL,64.920,1.078,15.370,4.890,1.190,3.160,4.900,3.026,98.534
s_DAN-52 [24426],VOL,64.925,0.513,17.246,4.300,1.588,4.945,4.774,1.015,99.305
s_DAN-54 A [24426],VOL,64.927,0.401,17.060,4.150,2.047,5.118,4.516,1.104,99.323
s_TAP-005 [13695],VOL,64.930,0.720,16.540,3.660,1.610,3.860,4.380,3.260,98.960
s_DAN-51 [24426],VOL,64.931,0.523,17.037,4.580,1.638,4.905,4.664,1.005,99.283
s_DAN-53 [24426],VOL,64.932,0.514,17.090,4.520,1.664,4.941,4.588,1.039,99.287
s_11E [20337],VOL,64.940,0.800,15.290,4.800,2.140,4.180,4.230,2.540,98.920
s_MUN19–5 [25370],VOL,64.950,0.660,15.510,5.090,1.670,3.340,4.800,2.220,98.240
s_YN-005 [20992],VOL,64.960,0.740,15.630,4.840,1.130,1.830,8.240,0.130,97.500
s_Q3 [24347],VOL,64.960,1.113,15.357,4.990,1.208,3.106,4.852,3.049,98.635
s_NBT32A [4863],VOL,64.970,0.810,15.910,4.990,3.300,3.510,3.550,2.770,99.810
s_Q53 [24347],VOL,64.971,1.097,15.632,4.900,1.182,3.093,4.827,2.956,98.657
s_CH88031  [21032],VOL,64.979,0.693,16.428,2.133,0.879,2.781,2.440,3.507,93.840
s_EA-247 [21391],VOL,64.980,0.581,18.640,3.880,1.530,3.130,4.540,2.000,99.281
s_CAY 77B [8494],VOL,65.000,0.570,15.560,3.560,2.010,3.900,3.690,2.620,96.910
s_G-Q2-328140 [20960],VOL,65.000,0.450,16.100,3.660,1.760,4.100,4.410,1.540,97.020
s_CAY 44D [8494],VOL,65.000,0.540,16.300,3.920,1.670,4.030,4.200,2.200,97.860
s_TUNG-MAA-08 [21643],VOL,65.000,0.540,16.200,3.870,1.630,3.850,4.500,2.670,98.260
s_CAY-46B [20960],VOL,65.000,0.550,16.600,4.080,1.700,4.200,4.250,2.130,98.510
s_ATAC 2C [14524] / s_ATAC2C [7890],VOL,65.000,0.520,16.500,4.680,1.640,4.760,4.300,1.130,98.530
s_CAY 7 [8494],VOL,65.000,0.550,16.550,4.030,1.740,4.140,4.300,2.270,98.580
s_ANT14C [4739],VOL,65.000,0.640,15.220,4.216,2.230,3.950,3.980,3.450,98.686
s_CAY 167 [8494],VOL,65.000,0.550,16.100,4.200,2.070,3.980,4.350,2.530,98.780
s_CAY 119 [8494],VOL,65.000,0.560,15.850,4.360,2.050,4.450,4.240,2.300,98.810
s_Yu-12-41 [23780],VOL,65.000,0.630,15.800,4.270,2.080,4.400,3.650,3.180,99.010
s_SIL 4B [14524],VOL,65.000,0.530,16.250,4.680,2.140,4.850,4.290,1.380,99.120
s_PICH10 [7935],VOL,65.000,0.450,16.200,4.680,2.420,4.700,4.200,1.700,99.350
s_YU-12-30 [23780],VOL,65.000,0.750,15.500,4.800,2.360,4.530,3.570,3.210,99.720
s_LH E140 [23496],VOL,65.000,0.710,15.650,4.390,2.460,4.190,3.920,3.590,99.910
s_14716A [23254],VOL,65.000,0.570,18.100,5.370,3.660,1.030,8.950,0.340,103.020
s_Q69 [24347],VOL,65.020,1.081,15.220,4.820,1.140,2.960,4.790,3.072,98.103
s_JRG-27-75L [22303],VOL,65.020,0.570,15.910,3.560,1.430,3.410,3.900,4.310,98.110
s_Q7 [24347],VOL,65.029,1.116,15.346,5.000,1.178,3.118,4.753,3.054,98.594
s_TAP-001 [10229],VOL,65.030,0.860,16.350,4.040,1.560,4.090,4.380,3.240,99.550
s_D29 [24347],VOL,65.034,0.742,15.766,4.320,1.404,3.434,5.020,2.801,98.521
s_CHA-02-28 [25790],VOL,65.037,0.783,16.736,3.780,1.695,3.760,3.273,4.216,99.279
s_VPM 06 [24851],VOL,65.070,0.520,15.090,4.150,2.450,4.040,3.910,1.830,97.060
s_D62 [24347],VOL,65.070,0.928,15.510,4.510,1.250,2.970,4.940,2.902,98.080
s_ML-80 [5425],VOL,65.070,0.770,16.630,3.530,1.590,2.060,3.590,5.840,99.080
s_LSCR02A [23932],VOL,65.070,0.481,14.204,3.290,2.033,3.358,3.739,2.969,95.145
s_88072 [4376],VOL,65.090,0.540,15.010,3.950,1.850,3.550,3.340,3.690,97.020
s_MAC151A [7253],VOL,65.100,0.560,14.900,1.710,1.720,2.130,2.000,6.860,94.980
s_MAC151B [7253],VOL,65.100,0.590,15.100,1.675,1.490,1.990,2.500,7.020,95.465
s_B-Q-5-333140 [20960],VOL,65.100,0.410,16.200,3.480,1.640,4.140,4.390,1.640,97.000
s_TC-04 [13695],VOL,65.100,0.629,15.900,3.630,1.650,3.580,4.310,3.210,98.009
s_HUAY-99-16B [13695],VOL,65.100,0.593,16.400,3.560,1.680,3.860,4.530,2.790,98.513
s_TUNG 27 [22096],VOL,65.100,0.640,16.700,3.990,1.400,3.290,4.850,3.250,99.220
s_1532 [23057],VOL,65.110,1.200,15.320,4.740,0.550,4.010,4.480,2.630,98.040
s_9-2 [5425],VOL,65.110,0.780,16.670,4.120,1.370,3.200,4.030,3.520,98.800
s_NEG-58 [25792],VOL,65.110,0.720,16.320,3.950,1.970,4.130,4.460,2.800,99.460
s_CHF3-P6 [24927],VOL,65.120,0.850,16.890,5.070,1.670,5.530,3.260,1.250,99.640
s_Q39 [24347],VOL,65.130,1.077,15.340,4.860,1.160,3.060,4.820,3.070,98.517
s_NB70/00 [7067],VOL,65.150,0.550,15.230,3.910,1.430,4.260,3.340,1.350,95.220
s_51-61.1 [7490],VOL,65.150,0.480,14.260,5.563,1.040,2.020,2.570,5.630,96.713
s_VCT-01 [22863],VOL,65.154,0.229,16.905,3.685,0.307,4.130,3.639,2.830,96.879
s_NEG-54 [25792],VOL,65.160,0.710,16.300,3.920,1.990,4.140,4.440,2.810,99.470
s_ZMMH-09 [21851],VOL,65.170,0.347,14.570,3.100,1.040,0.230,0.140,8.160,92.757
s_130126_06AI [20676],VOL,65.180,0.881,15.626,4.110,1.191,3.141,4.989,2.351,97.470
s_CAY 21C [8494],VOL,65.200,0.460,16.100,3.600,1.500,3.670,4.100,2.380,97.010
s_TAP 97-34 [25332],VOL,65.200,0.680,15.800,3.360,1.400,3.430,4.400,3.160,97.430
s_RIO 111 [20960],VOL,65.200,0.530,16.000,3.760,1.730,3.900,3.980,2.740,97.840
s_CAL-13 [7894],VOL,65.200,0.710,15.950,3.261,1.500,3.750,4.540,3.410,98.321
s_TAP-97-28 [13695],VOL,65.200,0.701,15.900,3.468,1.660,3.670,4.530,3.210,98.339
s_AR8 [5286],VOL,65.200,0.800,15.800,3.768,1.800,4.500,4.300,2.200,98.368
s_TUTU-99-03 [13695],VOL,65.200,0.810,15.800,3.850,1.640,3.600,4.370,3.510,98.780
s_CO06 [22116],VOL,65.200,0.690,15.830,3.920,1.810,3.920,3.620,3.970,98.960
s_CAY 179A [8494],VOL,65.200,0.560,15.900,4.270,2.200,4.230,4.210,2.400,98.970
s_TARA-96H-20  [21032],VOL,65.202,1.155,16.715,1.750,0.678,3.792,3.172,3.585,96.049
s_CQS-0015P [23505],VOL,65.236,0.402,18.255,4.617,2.360,6.356,3.559,0.415,101.200
s_CHAN3 [13695],VOL,65.240,0.520,16.070,3.440,1.600,3.570,3.980,3.560,97.980
s_CHA-003 [4376],VOL,65.240,0.520,16.070,3.820,1.600,3.570,3.980,3.560,98.360
s_AUC-007 [10229],VOL,65.250,0.600,16.430,3.510,1.610,3.860,4.630,2.610,98.500
s_IIES-V-012 [24623],VOL,65.280,0.290,17.520,1.080,0.160,3.430,5.830,2.980,96.570
s_N17M [4232],VOL,65.290,0.740,15.610,4.220,1.580,3.790,3.540,3.530,98.300
s_N7L [4232],VOL,65.290,0.660,15.700,4.260,1.960,4.030,3.830,2.960,98.690
s_NEG-55 [25792],VOL,65.290,0.710,16.320,3.900,1.930,4.070,4.450,2.810,99.480
s_UBI-10-15 [24348],VOL,65.300,0.360,16.030,2.300,0.910,3.400,4.030,3.390,95.720
s_TU-12-06B [23575],VOL,65.300,0.700,15.600,3.510,1.300,3.400,4.300,3.300,97.410
s_TU-12-74 [23575],VOL,65.300,0.800,15.300,3.690,1.600,3.600,4.200,3.500,97.990
s_AR2 [5168],VOL,65.300,0.700,15.400,4.050,1.600,3.800,3.300,4.100,98.250
s_M5-687 [7985],VOL,65.300,0.580,15.370,5.700,2.940,4.470,2.490,2.070,98.920
s_CAY 84 [8494],VOL,65.300,0.600,15.950,4.380,2.300,4.600,4.110,2.270,99.510
s_OSO16 [20576],VOL,65.308,0.623,16.312,5.600,1.078,3.898,4.580,1.622,99.022
s_9_9/99 [7067],VOL,65.340,0.390,15.830,2.840,1.060,4.710,3.790,3.150,97.110
s_VGP3501 [24720],VOL,65.360,0.760,13.890,4.300,1.170,3.430,3.520,3.170,95.600
s_EAM-27-131BL [22303],VOL,65.360,0.540,15.630,3.580,1.590,3.350,4.870,2.210,97.130
s_300191-03 [7427],VOL,65.390,0.490,13.830,4.310,2.430,4.000,3.410,2.480,96.340
s_CH DB 37 [20960],VOL,65.400,0.620,15.800,3.580,1.880,4.060,3.630,1.860,96.830
s_CAL-34 [7894],VOL,65.400,0.590,15.790,3.105,1.410,3.510,4.150,3.250,97.205
s_AZU-16-13 [25697],VOL,65.400,0.500,15.700,3.590,1.360,3.480,3.810,3.400,97.240
s_IP2 [7409],VOL,65.400,0.680,16.000,4.140,1.360,2.960,2.870,4.220,97.630
s_SAR-00-03 [13695],VOL,65.400,0.663,15.800,3.350,1.290,3.310,4.860,3.210,97.883
s_E-Q2-322054 [20960],VOL,65.400,0.480,15.900,4.100,2.280,4.640,4.350,1.500,98.650
s_TICS-99-03 [13695],VOL,65.400,0.678,16.000,3.840,1.650,3.620,4.350,3.250,98.788
s_CAY 120B [8494],VOL,65.400,0.560,15.800,4.350,2.020,4.420,4.130,2.220,98.900
s_M31 [22067],VOL,65.400,0.620,15.650,4.270,1.980,4.310,3.560,3.340,99.130
s_ML-80 [5425],VOL,65.420,0.860,16.700,2.820,1.740,2.740,3.350,6.040,99.670
s_PU-05-04 [20828],VOL,65.440,0.780,14.510,5.350,0.830,2.560,4.880,2.440,96.790
s_PE21 [25791],VOL,65.440,0.650,15.810,3.920,1.660,3.650,3.600,4.030,98.760
s_1532 [23057],VOL,65.450,1.670,11.000,9.060,0.910,3.750,2.960,2.950,97.750
s_ML-79 [5425],VOL,65.470,0.730,16.520,4.020,1.400,3.560,4.220,3.350,99.270
s_ALDM-13-22 [20954],VOL,65.486,0.817,16.758,3.767,1.364,3.590,4.965,2.868,99.616
s_070283-1 [20337],VOL,65.490,0.850,15.920,4.000,1.080,2.930,5.220,2.850,98.340
s_CAL-124E [7894],VOL,65.490,0.720,16.200,3.668,1.920,3.840,3.660,3.390,98.888
s_FR08224 [25093],VOL,65.499,0.655,16.007,3.706,3.407,3.498,3.367,3.558,99.698
s_CAL-117 [7894],VOL,65.500,0.550,16.430,3.063,1.320,3.270,4.290,3.260,97.683
s_CAY 21B [8494],VOL,65.500,0.470,16.220,3.690,1.510,3.720,4.140,2.440,97.690
s_TAP-97-34 [13695],VOL,65.500,0.681,15.800,3.320,1.460,3.460,4.400,3.110,97.731
s_LUL-98-31 [13695],VOL,65.500,0.706,15.700,3.500,1.570,3.790,4.570,2.750,98.086
s_AR15 [5286],VOL,65.500,0.700,15.800,3.398,1.500,4.100,4.400,2.700,98.098
s_CAY 16 [8494],VOL,65.500,0.510,16.300,4.010,1.740,3.940,4.120,2.400,98.520
s_QUIL 2 [20960],VOL,65.500,0.430,16.650,3.650,1.770,4.300,4.700,1.530,98.530
s_QUIL2 [20960],VOL,65.500,0.430,16.650,3.650,1.770,4.300,4.700,1.530,98.530
s_2 [5763],VOL,65.500,0.600,16.800,4.000,2.300,4.900,3.700,1.900,99.700
s_51-52.2 [7490],VOL,65.510,0.510,14.980,4.490,1.490,2.110,2.550,5.740,97.380
s_ML-81 [5425],VOL,65.550,0.820,15.790,4.080,1.500,4.280,3.930,3.510,99.460
s_VPM 33 [24851],VOL,65.580,0.480,17.010,3.800,0.920,3.600,4.490,1.960,97.840
s_CC02 [21020],VOL,65.590,1.012,14.760,5.270,1.660,1.740,6.370,1.220,97.622
s_VPM-49 [24851],VOL,65.590,0.420,16.250,3.290,1.740,3.510,5.190,1.770,97.760
s_TU-12-65 [24931],VOL,65.600,0.600,15.400,3.060,1.300,3.300,4.200,3.200,96.660
s_TU-12-44 [24931],VOL,65.600,0.700,15.100,3.780,1.300,3.100,4.100,3.400,97.080
s_CAY 32 [8494],VOL,65.600,0.570,16.300,3.780,1.300,2.890,3.950,2.770,97.160
s_51-48 [12465],VOL,65.600,0.560,16.200,3.608,1.560,3.370,3.320,3.490,97.708
s_LUL-98-32 [13695],VOL,65.600,0.689,15.600,3.470,1.580,3.790,4.430,2.820,97.979
s_ND-152 [4251],VOL,65.600,0.590,15.510,3.910,1.890,4.390,3.060,3.530,98.480
s_JDMA-025 [24441],VOL,65.600,0.670,15.750,5.300,2.580,3.520,3.630,1.450,98.500
s_4 [5763],VOL,65.600,0.400,17.200,4.200,1.600,4.700,4.200,1.500,99.400
s_CAY 173 [8494],VOL,65.600,0.560,16.000,4.210,2.240,4.240,4.200,2.400,99.450
s_C28 [6219],VOL,65.600,1.050,15.300,5.070,1.430,3.640,5.290,2.260,99.640
s_MAC-1704B [23001],VOL,65.617,0.665,15.375,3.700,2.691,4.454,4.502,2.292,99.297
s_IIES-V-012 [24623],VOL,65.630,0.280,18.450,0.940,0.050,3.640,6.100,2.960,98.050
s_CAL-128C [7894],VOL,65.630,0.700,15.660,3.475,1.470,3.430,4.320,3.460,98.145
s_RM [22749],VOL,65.640,0.220,20.210,1.770,0.350,4.790,5.690,1.110,99.780
s_MUN19–3 [25370],VOL,65.650,0.710,16.050,3.450,1.350,3.720,4.550,2.850,98.330
s_VPM12A [24851],VOL,65.660,0.500,15.870,3.520,1.920,2.970,5.140,2.030,97.610
s_CAL-148 [7894],VOL,65.680,0.800,15.400,3.707,1.720,3.710,4.390,3.390,98.797
s_PE17 [25791],VOL,65.690,0.450,13.470,2.450,1.120,4.480,3.400,4.030,95.090
s_ML-78B [5425],VOL,65.690,0.730,15.490,3.990,1.430,3.500,3.350,3.600,97.780
s_Yu-13-07 [23780],VOL,65.700,0.530,14.900,3.690,1.590,3.630,2.940,3.370,96.350
s_IP18 [7409],VOL,65.700,0.747,13.900,4.500,1.600,5.160,2.010,3.510,97.127
s_AR10 [5286],VOL,65.700,0.600,15.600,3.288,1.500,3.900,4.300,2.700,97.588
s_TUNG-MAA-09 [21643],VOL,65.700,0.530,16.200,3.820,1.560,3.900,4.520,2.750,98.980
s_130120_16AII [20676],VOL,65.708,0.539,15.666,2.980,0.605,1.982,5.173,2.170,94.822
s_080283-1 [20337],VOL,65.720,0.630,16.150,3.920,1.420,3.490,5.030,2.900,99.260
s_T154 [4223],VOL,65.720,0.910,15.970,3.940,2.040,3.870,3.070,4.060,99.580
s_07BOL19  [21032],VOL,65.733,0.538,15.621,2.728,1.294,2.813,2.470,4.171,95.366
s_CAL-143 [7894],VOL,65.740,0.780,15.500,3.698,1.720,3.790,4.410,3.310,98.948
s_PUCA-4 [5039],VOL,65.750,0.820,15.990,4.420,2.090,4.770,1.640,3.710,99.190
s_AGUI-36 [5039],VOL,65.750,0.690,16.750,4.190,1.620,3.750,3.500,3.110,99.360
s_B06-093  [21032],VOL,65.775,0.486,15.262,3.154,1.369,3.450,2.651,3.782,95.928
s_84056 [4376],VOL,65.780,0.740,16.170,4.800,1.660,3.900,2.980,3.720,99.750
s_TU-12-86B [24931],VOL,65.800,0.500,15.000,3.420,1.100,2.100,2.800,4.000,94.720
s_CAY 80B [8494],VOL,65.800,0.620,16.950,2.940,0.870,3.170,3.800,2.590,96.740
s_A-Q-5-365207 [20960],VOL,65.800,0.390,16.000,3.350,1.540,4.000,4.290,1.580,96.950
s_AZU-17-03 [25697],VOL,65.800,0.490,16.700,3.420,1.070,3.640,3.220,3.190,97.530
s_CAY 139A [8494],VOL,65.800,0.540,15.900,4.090,1.630,4.380,4.200,2.100,98.640
s_CAY 128 [8494],VOL,65.800,0.540,16.100,4.110,1.700,4.100,4.400,2.270,99.020
s_H-16 [5180],VOL,65.800,0.510,16.260,3.740,1.780,4.080,4.540,2.700,99.410
s_CKA1 [22798],VOL,65.810,0.460,15.080,2.960,1.470,3.390,3.540,3.550,96.260
s_SA-11-12A [20530],VOL,65.820,0.600,15.010,2.920,0.820,2.300,3.640,4.750,95.860
s_RE-1 [5372],VOL,65.820,0.430,16.830,4.200,1.650,4.800,4.170,1.380,99.280
s_CAL-124A [7894],VOL,65.820,0.750,15.960,3.523,1.700,3.740,4.440,3.460,99.393
s_050283-1 [20337],VOL,65.850,0.660,16.020,3.690,1.160,2.870,5.400,2.650,98.300
s_FAR-155 [7437],VOL,65.850,0.820,15.700,5.864,0.780,3.540,4.230,2.580,99.364
s_CH39 [20576],VOL,65.855,0.835,15.458,4.610,1.762,3.778,4.246,2.678,99.223
s_DUNKEL TOP-SU [13695],VOL,65.860,0.461,13.080,3.180,2.560,3.930,3.120,4.626,96.817
s_VGP3201 [24720],VOL,65.860,0.830,14.050,4.450,1.080,4.370,4.210,3.450,98.300
s_16EQ30 [22739],VOL,65.870,0.540,16.290,3.920,1.800,4.200,4.320,2.380,99.320
s_CHA-02-18 [25790],VOL,65.880,0.612,16.061,3.550,2.005,3.928,3.795,3.519,99.350
s_JK 239 [18493],VOL,65.880,0.480,14.900,4.270,0.560,2.390,5.050,1.570,95.100
s_BAR-02-04 [13695],VOL,65.900,0.689,16.100,3.000,0.500,2.680,4.060,4.740,97.669
s_TU-12-77A [23575],VOL,65.900,0.700,16.000,3.870,1.600,3.800,4.300,3.300,99.470
s_43-47.1 [7490],VOL,65.910,0.560,15.800,3.980,0.570,3.400,3.220,4.050,97.490
s_CAL-152 [7894],VOL,65.910,0.820,15.340,3.734,1.780,3.690,4.340,3.460,99.074
s_I-42 [5906],VOL,65.920,0.570,15.400,3.579,1.540,3.330,3.640,3.930,97.909
s_ML-78B [5425],VOL,65.920,0.870,16.370,3.830,1.430,3.610,3.860,3.540,99.430
s_CH33 [20576],VOL,65.920,0.807,15.411,4.630,1.735,3.792,4.256,2.663,99.214
s_RE-5 [5372],VOL,65.940,0.430,16.810,4.180,1.650,4.800,4.180,1.370,99.360
s_VD-3 [5372],VOL,65.940,0.600,16.760,3.940,2.180,4.880,3.680,1.890,99.870
s_QVC19CN-041 [24568],VOL,65.960,0.350,16.370,2.620,1.250,2.630,3.780,3.280,96.240
s_PANI 12 10 [22067],VOL,65.960,0.630,15.280,3.540,1.250,3.690,3.840,3.450,97.640
s_15Z [20337],VOL,65.960,0.930,14.980,4.450,1.150,3.080,5.090,2.650,98.290
s_900712 [21647],VOL,65.960,0.478,15.890,4.859,1.500,3.707,3.836,3.341,99.571
s_JRQ-26-103L [22303],VOL,66.000,0.460,17.000,2.880,0.850,1.470,2.460,4.080,95.200
s_TU-12-30 [24931],VOL,66.000,0.500,14.300,3.060,1.300,2.800,3.200,4.400,95.560
s_CN-369 [24441],VOL,66.000,0.600,14.800,4.800,1.860,3.280,2.970,1.820,96.130
s_CAY 186A [8494],VOL,66.000,0.480,15.470,3.150,1.360,3.300,4.130,2.510,96.400
s_TU-13-06B [24931],VOL,66.000,0.600,15.500,3.780,1.500,3.600,4.000,3.500,98.480
s_TAP 97-30 [25332],VOL,66.000,0.645,16.100,3.320,1.410,3.580,4.430,3.300,98.785
s_CAY 131A [8494],VOL,66.000,0.550,15.800,4.140,1.700,4.350,4.150,2.150,98.840
s_CAY 117B [8494],VOL,66.000,0.420,15.950,3.760,1.900,4.090,4.420,2.470,99.010
s_CAY 117A [8494],VOL,66.000,0.530,15.950,3.890,1.900,4.030,4.400,2.470,99.170
s_7376-1 [20337],VOL,66.000,0.920,15.180,4.710,1.260,3.310,5.290,2.550,99.220
s_CVC-7 [24275],VOL,66.000,0.350,16.610,4.120,1.870,5.250,3.720,1.420,99.340
s_C165D [6219],VOL,66.000,0.950,15.300,4.910,1.410,3.610,4.810,2.660,99.650
s_1 [6850],VOL,66.000,0.510,16.320,3.750,1.790,4.100,4.560,2.720,99.750
s_MAC-1703B [23001],VOL,66.009,0.752,14.692,3.970,2.667,4.422,4.397,2.342,99.251
s_FR08225 [25093],VOL,66.015,0.694,15.908,4.595,3.411,3.693,2.868,2.525,99.708
s_130035P [20525],VOL,66.015,0.244,14.908,1.870,0.711,4.009,3.615,3.151,94.524
s_PAR 130 [13695],VOL,66.020,0.660,16.010,3.550,1.290,3.340,4.200,4.020,99.090
s_TA-113 [14346],VOL,66.030,0.420,16.760,3.000,1.020,3.070,3.750,4.020,98.070
s_PB12031 [19324],VOL,66.033,0.504,17.354,3.480,0.949,4.341,4.222,1.483,98.366
s_LLA03 [18493],VOL,66.040,0.450,14.980,4.280,0.570,2.350,5.600,1.620,95.890
s_PANI 12 09 [22067],VOL,66.040,0.520,14.540,3.070,1.720,3.630,3.200,3.660,96.380
s_I-109 [5906],VOL,66.040,0.480,15.400,3.075,1.360,2.940,4.260,3.190,96.745
s_FALLOUT PUMICE [25791],VOL,66.050,0.330,14.530,1.860,0.660,3.100,4.040,4.010,94.580
s_84055 [4376],VOL,66.050,0.730,16.410,4.840,1.360,3.700,2.980,3.700,99.770
s_PANI 12 06B [22067],VOL,66.080,0.500,15.530,2.820,1.040,3.270,3.500,3.750,96.490
s_VPM 01 [24851],VOL,66.080,0.380,15.680,3.430,2.070,3.750,4.680,1.740,97.810
s_1742 [23057],VOL,66.100,1.360,13.450,4.520,0.430,2.220,4.330,4.400,96.810
s_TU-12-64B [24931],VOL,66.100,0.600,15.500,3.240,1.300,3.600,4.200,3.300,97.840
s_Z 226 [11168],VOL,66.100,0.450,15.700,3.257,1.400,4.600,3.400,3.000,97.907
s_PQM [7439],VOL,66.100,0.130,15.600,4.041,1.590,2.100,5.400,3.950,98.911
s_TU-13-22 [23575],VOL,66.100,0.800,15.800,3.870,1.800,3.800,4.100,3.400,99.670
s_CR024 [23709],VOL,66.120,0.610,15.660,3.980,0.840,2.710,4.830,2.630,97.380
s_D181 [24347],VOL,66.120,0.912,15.430,4.360,0.890,2.500,5.000,3.054,98.266
s_PCF-01 [22863],VOL,66.132,0.415,16.331,2.972,0.975,4.321,3.711,2.212,97.069
s_963-R [7437],VOL,66.140,0.700,15.430,3.892,1.480,2.980,3.910,4.110,98.642
s_CH36 [20576],VOL,66.145,0.777,15.393,4.560,1.676,3.624,4.310,2.735,99.220
s_ML-79 [5425],VOL,66.150,0.810,16.340,3.890,1.540,3.540,4.000,3.380,99.650
s_CHAN1 [13695],VOL,66.160,0.520,15.780,3.390,1.710,3.480,3.640,3.840,98.520
s_NC-III-151A [4251],VOL,66.160,0.600,15.810,4.010,1.810,4.330,3.040,3.520,99.280
s_CH19 [20576],VOL,66.187,0.909,15.493,4.710,1.239,3.336,4.635,2.627,99.136
s_OLA10 [13695] / s_OLA-010 [10229],VOL,66.190,0.570,15.550,3.250,1.200,3.020,4.080,3.720,97.580
s_SA06 [23546],VOL,66.200,0.628,15.410,3.900,1.500,4.540,3.530,1.950,97.658
s_CAY 129 [8494],VOL,66.200,0.510,15.850,4.000,1.730,4.380,4.200,2.160,99.030
s_1 [5763],VOL,66.200,0.600,16.800,3.700,2.100,4.700,3.500,2.200,99.800
s_CHF11-P6 [24927],VOL,66.200,0.870,15.760,4.870,1.860,4.940,4.350,1.140,99.990
s_D10 [24347],VOL,66.209,0.843,15.075,4.190,1.075,2.643,5.226,3.182,98.444
s_EAM-33-92L [22303],VOL,66.210,0.430,16.320,2.040,0.770,2.530,5.250,3.710,97.260
s_CAL-149 [7894],VOL,66.220,0.700,15.520,3.448,1.530,3.270,4.310,3.600,98.598
s_M-33 [7944],VOL,66.230,0.680,15.500,5.176,1.270,3.410,4.520,2.510,99.296
s_120299-9 [20828],VOL,66.250,0.330,14.530,4.250,0.470,1.860,4.750,2.570,95.010
s_PBI-3 [5039],VOL,66.250,0.910,15.710,5.130,2.200,3.670,1.740,3.580,99.190
s_PA-16 [5039],VOL,66.280,0.730,16.100,3.940,1.620,2.780,2.560,3.520,97.530
s_10718N [23254],VOL,66.300,0.560,15.900,3.010,2.010,1.140,5.700,1.300,95.920
s_TU-12-50 [23575],VOL,66.300,0.700,14.500,3.510,1.400,2.900,3.700,3.800,96.810
s_MIS-02-101 [13695],VOL,66.300,0.421,15.500,3.030,1.260,3.290,3.760,3.300,96.861
s_AR22 [5168],VOL,66.300,0.500,15.400,3.330,1.500,3.900,3.600,2.700,97.230
s_AR13 [5286],VOL,66.300,0.600,15.500,3.098,1.500,3.700,4.300,3.000,97.998
s_AR4 [5286],VOL,66.300,0.600,15.600,3.188,1.500,3.800,4.400,2.700,98.088
s_TU-13-21B [23575],VOL,66.300,0.800,15.200,3.600,1.500,3.300,4.000,3.700,98.400
s_IN07 [22116],VOL,66.300,0.540,15.190,3.400,1.860,3.520,3.680,4.120,98.610
s_LAU-5 [5372],VOL,66.300,0.590,16.090,3.820,1.950,4.470,3.730,2.120,99.070
s_TU-12-78 [23575],VOL,66.300,0.800,16.100,3.960,1.900,3.900,4.300,3.400,100.660
s_CHA-02-20 [25790],VOL,66.308,0.604,15.812,3.560,1.857,3.774,3.876,3.550,99.341
s_UBI-10-10B [24348],VOL,66.320,0.330,14.620,2.080,0.610,2.290,3.710,4.000,93.960
s_LG026A [22118],VOL,66.326,0.565,15.707,4.240,0.684,2.676,4.202,3.558,97.957
s_PA-6 [5039],VOL,66.330,0.690,16.440,3.550,1.390,2.840,3.000,3.820,98.060
s_HUAYRA-13 [25325],VOL,66.340,0.496,15.885,3.740,1.333,2.072,2.972,4.788,97.626
s_NB65/00 [7067],VOL,66.340,0.930,14.160,5.640,1.360,4.100,2.040,3.220,97.790
s_900713 [21647],VOL,66.350,0.494,15.470,4.523,1.440,2.733,4.379,3.575,98.964
s_212826 [20576],VOL,66.358,0.975,14.348,5.560,0.965,3.244,5.244,2.239,98.933
s_CHF11-P6 [24927],VOL,66.360,0.870,15.980,4.540,1.620,4.800,4.500,1.330,100.000
s_CPB1 [22798],VOL,66.370,0.470,15.120,3.190,1.600,3.650,3.650,3.560,97.610
s_PG218-4 [14850] / s_PG-218-4 [9376],VOL,66.370,0.750,16.170,3.690,1.180,3.440,4.120,3.170,98.890
s_D18A [24347],VOL,66.377,0.808,15.211,3.660,0.949,2.404,5.535,2.972,97.916
s_LG002 [22118],VOL,66.399,0.614,15.616,4.680,0.803,1.675,4.370,4.013,98.170
s_ML41 [7067],VOL,66.400,0.340,15.810,2.300,0.600,4.400,2.910,3.520,96.280
s_CAY 187 [8494],VOL,66.400,0.490,15.600,3.370,1.220,3.280,4.020,2.440,96.820
s_CN-208B [24441],VOL,66.400,0.960,15.200,5.670,1.140,0.490,2.770,4.730,97.360
s_88A [22753],VOL,66.400,0.490,15.700,3.280,0.800,2.820,5.060,2.940,97.490
s_PE11 [25791],VOL,66.400,0.520,15.600,3.340,1.070,2.880,3.820,4.210,97.840
s_OLA33 [10011] / s_OLA-033 [10229] / s_COCA-64AI [7326],VOL,66.400,0.570,15.700,3.300,1.200,3.000,4.100,3.800,98.070
s_PBM [23928],VOL,66.400,0.480,14.000,5.306,1.470,2.560,3.730,4.130,98.076
s_D-13-44 [24922],VOL,66.400,0.500,14.600,4.300,1.800,3.600,2.800,4.500,98.500
s_RE-4 [5372],VOL,66.400,0.400,16.630,3.920,1.480,4.500,4.220,1.470,99.020
