Title: dummy

Solid Composition:
Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 FeO MnO MgO CaO Na2O K2O P2O5 
1000.00 855.00 99.964127 45.2052 0.15884 3.54006 1.11992 7.00971 0.131737 39.7238 2.78799 0.299708 0.0231001 -1.37594e-15
1000.00 850.00 99.964157 45.2052 0.15884 3.54006 1.11993 7.00971 0.131737 39.7238 2.78799 0.299707 0.0231002 6.00412e-16
1000.00 845.00 99.964186 45.2051 0.158841 3.54006 1.11993 7.00971 0.131737 39.7238 2.78799 0.299707 0.0231004 5.94638e-16
1000.00 840.00 99.964214 45.2051 0.158841 3.54006 1.11994 7.00971 0.131737 39.7238 2.78799 0.299707 0.0231005 -1.86859e-15
1000.00 835.00 99.964242 45.2051 0.158842 3.54006 1.11995 7.00971 0.131737 39.7238 2.78799 0.299707 0.0231006 1.55876e-16
1000.00 830.00 99.964269 45.2051 0.158842 3.54006 1.11995 7.0097 0.131737 39.7238 2.78799 0.299707 0.0231007 1.56646e-15
1000.00 825.00 99.964295 45.2051 0.158843 3.54006 1.11996 7.0097 0.131737 39.7238 2.78799 0.299707 0.0231009 -1.86859e-15
1000.00 820.00 99.964320 45.2051 0.158843 3.54005 1.11996 7.0097 0.131738 39.7238 2.78799 0.299707 0.023101 -3.69484e-16
1000.00 815.00 99.964345 45.2051 0.158844 3.54005 1.11997 7.0097 0.131738 39.7238 2.78799 0.299707 0.0231011 -1.31051e-15
1000.00 810.00 99.964369 45.2051 0.158844 3.54005 1.11997 7.0097 0.131738 39.7238 2.78799 0.299707 0.0231012 1.08728e-15
1000.00 805.00 99.964392 45.2051 0.158845 3.54005 1.11998 7.0097 0.131738 39.7238 2.78799 0.299707 0.0231013 1.77621e-15
1000.00 800.00 99.964414 45.2051 0.158845 3.54005 1.11999 7.00969 0.131738 39.7238 2.78799 0.299707 0.0231014 -1.50103e-16
